,Customer Name,Review Title,Date of Post,Product Name,Rating,Given Reviews,Image Link,Post is Helpful
0,Tarun barath, Worst battery ,Reviewed in India on 7 November 2020,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,3.0 out of 5 stars,Worst battery performance.Iphone 11 is far better den this..In 4 hour battery will come down from 100 to 15 percent.Please dont buy this product at this price.  ,https://images-na.ssl-images-amazon.com/images/I/71j09FFPKGL._SY88.jpg,"1,142 people found this helpful"
1,S.Siva Ram Kris," Another Fabulous IPhone ( IPhone 12, Blue 64GB) ",Reviewed in India on 7 November 2020,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"Your browser does not support HTML5 video.      Another beauty from Apple. I was upgraded from iPhone X and it was great experience with all the latest specs and flawlessly smooth. Thanks to all new A14 Bionic chip.Build quality was great as always from Apple.Phone feels light on hands due to aluminium body. I chose Blue colour because wanted to go for different colour than routine Black and white iPhones so initially I was bit skeptical but after seeing the phone in person I’m happy with the blue colour  “ not bad at all and not too flashy”Grip and feel perfect. Phone comes with iOS 14.1. Camera quality was excellent and sufficient  as a normal user.If you are from iOS ecosystem nothing will go wrong here.There is nothing to question about the quality and interface from Apple ( it’s my personal opinion as a long time apple user)As you all know iPhone 12 won’t comes with earphones and charging brick( adapter)I bought separately 20w apple adapter from new Apple India online store for Rs.1900I don’t judge here apple because of accessories removal and the price tag. I hope apple can justify this.I only hope and wanted to see so badly Made in India IPhones so that we all can enjoy lower priced ( at least a better priced) iPhones in the future.A big thanks to Appario Retail Pvt. Ltd and Amazon for delivering genuine iPhone as always in perfect condition. Delivered way before the promised date.Update: (01/12/2020) After testing 25 days especially on battery life of this iPhone 12, results were amazing and I’m completely satisfied  with the battery performance. On Moderate gaming, Moderate Video Content, heavy on calls and heavy on browsing this iPhone 12 battery life is sufficient for your regular Day.My conclusion is definitely a better and improved battery performer than the previous iPhone model.Thank you Apple IndiaThank you Appario Retail Pvt. Ltd.Thank you Amazon India.( Note: charger brick was shown in my video was bought myself from Apple India online store because it won’t comes with the phone)  ",https://images-na.ssl-images-amazon.com/images/I/61616ufLVvL._SY88.jpg,386 people found this helpful
2,Paras, The Beast ,Reviewed in India on 13 November 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"This was my first switch to an ios device after using an android untill now. And I am not disappointed. The build quality, the responsive touch, the display, the camera, the battery life are just exceptional.Been using for about 10 days now, and consistently giving around 7h of screen on time.The camera is just way too good. Espeecially the night mode impressed me a lot.Only issue when switching from Android to iPhone I encountered was to be not able to restore my whatsapp chats. There are no official/free ways for doing this.The phone is simple amazing.  ",https://images-na.ssl-images-amazon.com/images/I/714RG9EKPDL._SY88.jpg,319 people found this helpful
3,Amazon Customer, Kidney as a load balancer ,Reviewed in India on 21 November 2020,Colour: BlackSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"Sold kidney bought this, now not feeling well but the number of days I am alive with one kidney will enjoy using this phone. Guys be careful if you rich it’s ok else sell something else but not kidney it hurts  ",NA,283 people found this helpful
4,Ayush taliyan, NOW I ONLY HAVE ONE KIDNEY ,Reviewed in India on 24 December 2020,Colour: BlackSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,"My girlfriend demanded me this iphone... And now she is uploading pics with new boyfriend 🥺with caption that ""he don't deserve me""I want to move on but it will be very difficult to survive with one kidney😔  ",NA,281 people found this helpful
5,Chetan Pamini, 99.99% Perfect Smartphone !! ,Reviewed in India on 8 November 2020,Colour: GreenSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Nicely packed !! Kudos to seller !!I was very much confused between iphone 11 and this one as the price of iphone dropped ... But i am glad i chose this over iphone 11.1.Display:Main upgrade in iphone 12 is the oled display. Boy o boy the screen is amazing. I have user many android flagship's but this beats them all.2.Battery:Battery is amazing. I am getting 1.5 days of battery life with my usage.PS: i dont play games.3.IOS:This is my 1st iphone and the experience with ios is great ... Very smooth animations ..even though its not 90hz screen but everything is buttery smooth.4. Camera:The pics from this phone is superb. FLAGSHIP LEVEL CAMERA! You will not be dissapointed.5 Build &Design :This phone looks and feels very premium compared to other phones.Very comfotable to use.6.Face Id:Face id works very fast and accurate in low lighting conditions.7.Updates:Ios14 is good and we can expect another 4yrs of software  updates thats huge !Cons:1.Priced very high but it may be because of high taxes and custom duty.2.No charger and earpods in the box.3.Notifications are a mess ...android is better in managing new notifications.Overall a great Phone IF You are OK with the Price !!!  ,https://images-na.ssl-images-amazon.com/images/I/61QZ5-GuIvL._SY88.jpg,135 people found this helpful
6,Elliot, Beast🤩🤩🤩🤩 ,Reviewed in India on 9 November 2020,Colour: BlackSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"Hello there,I am writing this review after 3-4 days of usage, Iphone 12 is a beast in terms of:-MemoryBuild qualityCameraProcessorDisplayExcept battery there’s rumour going on that iPhone 12 battery is bad or worst, so i am here to clarify all your doubts,iPhone battery will last easily a day but not more than that and here’s some condition that you should aware about1. If you are using your phone on wifi than it will last a day easily without any problem.2. If you are on 4g than it will not last a day for example, if you fully charged your phone at 8 am than it will last till 8 pm not more than that and this happen if you’re on 4g continuously otherwise it will last about 10 pm.Here’s some tip you should do after buying iPhone 12, watch video on YouTube to know “How to save battery on iPhone 12” this will help you increase your battery life as well battery health.For my experience, i think you should go for this device without any second thoughts & those who don’t have any tech knowledge and thinking of buying this then I recommend you to go for android because iOS has complicate settings than android...you will regret after buying it.Got original product Btw!!!!!  ",NA,103 people found this helpful
7,Anupam, This phone is a joke and the joke is on us!!! Don’t buy this phone. ,Reviewed in India on 7 January 2021,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,1.0 out of 5 stars,"Extremely disappointed with this phone. It’s a seemingly average phone which is over priced by 4 to 5 times at least. This phone is a joke in comparison with any Samsung flagship phone. I am shocked that so many fools like me are falling for apple’s trickery and gimmickry.The battery doesn’t last half a day. Screen size is average. Thickness of this phone will constantly remind you that this phone belongs to another era. 64gb space won’t be enough for anyone.And then there are other apple quirks - won’t come with a SD card, won’t come with a charging brick or a set of head phones. Your headphones with the regular audio pin won’t work with this one. Face ID won’t work with masks on. So your forced to remove your masks when you’re out and vulnerable. This phone won’t allow you set google maps as default. So you continue to suffer using their apple map which I bet even Tim Cook doesn’t use. You won’t be able to set google chrome as your default browser as iOS won’t let you.Overall the phone is overpriced and overrated. Anybody with half the wit will figure that this phone is a joke and a mere marketing gimmick. An ordinary phone like this shouldn’t cost you more than 12 to 14K.Apple is going down!Amazon won’t take this phone back as they have a 10 day return policy. So I am pretty much stuck with this damn excuse for a phone till I get to upgrade to a Samsung phone.  ",NA,80 people found this helpful
8,RakhuNathan, Not Really worth the money ,Reviewed in India on 18 December 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"I have been an android user for the past 8+ years. Recently was using iphone 6 for the past few months, liked it much and wanted to switch to ios. I did not want to regret, so i purchased the best in the market, going with iphone 12. Honestly, I dont feel its worthy. Perfomance wise, its good. A lot other phones like MI, 1+ everything gives us a very nice perfomance too. The A14 chip is just a tag line to sell the phone. Are we really going to process million instructions per second on a mobile phone? Defenitely not.Battery, After charging it to 100% in the morning, I am hardly getting 1 full day with average use. My battery is almost 20% at the end of the day with a screentime of 4-4.3 hours[Update : With low power mode, it makes a 6 hour day, ending with 30%]. Camera quality is amazing in natural light. Yes, as specified it works so nice in night light, but please dont mistake night light as no-light. Front camera is still average. The same things i see in every other mid range android phones. I am still using JIO 4g. Not sure how this would work on 5g (must drain even faster)Face detenction, the color of the phone, Water resistant and all stuffs are nice to have, fancy items.  But not really convinced if this is all we get for 84k?Fast charging - I bought a 20W charger from apple store for Rs.1900. I plug in when the battery is 20-25% and it takes 1.45 hours to reach 100%. If this is all about fast charging you are looking for, well and good. I never tried with magsafe, honestly. But this to me doesnt seem fast charging for 2800~ mah battery.I wont say that this phone is too poor. It gives us all that it promises. Personally I dont recommend investing 85k Indian money into this. Either go for lower versions of other iphones like 11 or you can wait for an year and buy this at cheaper cost.PROS : Camera & PerfomanceCONS : Battery and Cost  ",NA,62 people found this helpful
9,ShahnajNihal, No one can better do iphone is iphone ,Reviewed in India on 7 November 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Same like the old classic iphone 5 lookBut now difference is only6.1 inch display or The A 14 bionic chipAnd oled Hd display  ,https://images-na.ssl-images-amazon.com/images/I/51s2TIe3oEL._SY88.jpg,51 people found this helpful
10,Mr. k  singh," Performance is excellent,battery draining too fast and heating issue ",Reviewed in India on 7 November 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"I am writing this review after 40 days of use of iPhone 12. phone camera is excellent like DSLR ,very fast processor ,face ID feature looks great ,overall everything is fine but only issue which this phone has is , battery draining too fast. You can use 100% battery only for 5-6 hours of continuous use after that you have to charge it. Apple should look into this.  ",https://images-na.ssl-images-amazon.com/images/I/712JLt-oBYL._SY88.jpg,48 people found this helpful
11,Shreyas Zad, One beast of a phone. ,Reviewed in India on 8 November 2020,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"I am writing this after a week of my usage with this iPhone 12. I have had the X before and OnePlus 6T as well.Overall experience of switching to iOS again is so good. The Interface, the speed, smoothness, camera, support, and everything is so well crafter.I’ll be talking about the pros and cons with respect to the apple standards of course.Pros:1. The design is absolutely wonderful, its very very light weight and premium feeling phone with vintage boxy look.2. The speed, the performance.3. Camera of course. The normal picture comes out pretty good, they don’t usually need any professional touch.4. Battery life - I’ll talk about the battery life in day to day life instead of nerdy Screen On Time. I am a doctor and usually don’t play much games on this but I surf web a lot, youtube videos, social media and a lot of WhatsApp and sometimes heavy use for 10% of the time. It can get through one day pretty easily with around 8-9 hr Screen on time, 10hr Stand by time, so you can relate now. Don’t believe that it has bad battery, it has a pretty good battery.ConsNothing much until now.The back of the phone is fingerprint magnet, attracts a lot of them.Another concern was the charging adapter which is not provided in the box.  ",https://images-na.ssl-images-amazon.com/images/I/61jjAoxie3L._SY88.jpg,35 people found this helpful
12,Anil V Oommen, iPhone 12 review ,Reviewed in India on 7 November 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,3.0 out of 5 stars,"Positives: Very fast, Picture Quality, video quality seems superb,  less charging time required.Cons: Shorter battery life than specified and expected.  ",https://images-na.ssl-images-amazon.com/images/I/61DWjbuqCKL._SY88.jpg,33 people found this helpful
13,Debabrato Chakraborty , Don't Buy from Amazon ,Reviewed in India on 7 February 2021,Colour: BlackSize name: 64GBPattern name: iPhone 12,1.0 out of 5 stars,If you are planning to buy an iphone then please buy from stores only.I got a defective product and when I complain about it to amazon customer care and requested for replacement they simply deny to replace it.Don't waste your money.  ,NA,29 people found this helpful
14,Good vegetable, How to decide between iPhone 11 and 12 ,Reviewed in India on 24 December 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"After thinking a lot, I decided to go ahead with iPhone 12. The original price is ₹ 84900. After credit card discount(₹6000), old phone exchange(₹3450) and reward points money(₹4530) inclusion, I bought it for ₹70920. There’s also an additional 3000 discount on red and white variants but I couldn’t let go of blue1. PRICE: Considering iPhone 11 would be supported by iOS for 4 years, based on the current price it’d cost 13k per year and iPhone 12 for 5 years would cost 14.9k(excluding exchange discount) per year. For me price gap for both phones didn’t seem to make a huge difference as IPhone 11 is already an year old and costing only a 2k less per year.2: DISPLAY: I’ve purchased iPhone 11 for my mom last year and been observing the display for some months. Compared to iPhone 11, the iPhone 12 display is far superior and has better pixel quality.3: BEZELS: the bezels of iPhone 12 are much thinner and makes the phone look decent unlike in 11. Apart from this, the phone is incredibly light making it easy to hold it.How to choose between 64/128gb:If you’re not really tight on budget, I’d suggest to go for 128gb variant. I’ve been using one plus for 1.5 years and storage  occupied about 60gb. So it’d make good sense to check your current phone usage. Either way you can also opt for iCloud 50gb storage which would cost approximately the difference amount of 64 and 128 go for 5 years.CONS:1. Could have definitely included the charger for the price2. If you’re an android user, migration would be little time consumingUpdate: I’ve uploaded a couple of pictures shot using automatic night mode. :)  ",https://images-na.ssl-images-amazon.com/images/I/B1KY6hU2ngS._SY88.jpg,25 people found this helpful
15,Abhishek James, For first time iPhone Users ,Reviewed in India on 14 November 2020,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"When the iPhone 11 prices were announced, I was in a dilemma whether to go for the 11 or wait for 12. And since it was my first iPhone, I thought why not get the 12. The logic being: The phone will last for a couple of years (provided you don't drop it often), and if you are looking for a phone for a long time horizon, then go for the 12. This one with the better chip and the display will be able to handle the upcoming updates as well the apps which will get even more intensive in the future.All technical specs are really good, display is an OLED one, even visible in extreme sunlight. Build quality is miles apart, my brother uses a Samsung Galaxy Note 10+, and holding this one is way way out of the leagues of all the android phones. Processor and RAM are capable of even running multiple intensive applications, I had Adobe LightRoom, iMovie, and a couple of apps open, all to slide between them seamlessly. The trick here is that since apps are only made for a very few iPhones and iOS versions, these apps are hardware integrated, hence work better. A classic example is Instagram. Instagram does feel a bit more polished on the iPhone than android. FaceID even works when there's no light, so thats that. But it can't identify you with the mask, you're left to the PIN when you're in the outside.The Battery: Yes it has a smaller battery, yes with intensive use it will run out in a day, but if you are a bit prudent with it, it'll definitely last for more than a day. I use 4G in between, outdoor photography a bit, editing, email, Apple Music, Youtube, WhatsApp and Instagram. By the end of the day (7:00 PM) , I usually have 40 percent remaining.So yes, its an iPhone and yes its really something nice to hold and use daily.  ",NA,21 people found this helpful
16,Amit Kumar, What a Phone. Its iPhone ,Reviewed in India on 8 November 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Its my First Apple device. Happy to own it after a long confusion between iPhone 11 and 12. I believe, it was worth waiting for 12.Received it on 04-Nov-2020. Working well till now. Checked Service Support Coverage. Its a genuine product.AndiPhone in white color is legend.Update after 1 month approx.-----------------------------------After using it for a month I am in love with this phone. Too smooth and I forgot what is lagging...Battery backup is very good and lasts one and half day easily with normal usage. I charge my phone when the battery is around 30%. Battery health is 100% after a month.Camera is awesome and gives very nicely detailed pictures with true colors.Phone speakers are really great and warm. They are loud but don't shout. Listening music or watching videos are enjoyable without earphones too.4G speed better than other 4g phones I have.Worth every penny.  ",https://images-na.ssl-images-amazon.com/images/I/71U6GZ86P9L._SY88.jpg,19 people found this helpful
17,Amazon Customer, Wrost part of ceremic shield ,Reviewed in India on 2 December 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,They called ceremic shield but it’s not for scratchless!!!!! I have so many scratches in my phone.......pls use tempered glass for protection of scratches!!!!!  ,https://images-na.ssl-images-amazon.com/images/I/61B9ua3JiJL._SY88.jpg,20 people found this helpful
18,Nag, No USB ,Reviewed in India on 28 January 2021,Colour: WhiteSize name: 64GBPattern name: iPhone 12,1.0 out of 5 stars,1st thing is there is no USB adapterI.e. u need to buy adapter and it will cost u around 500Also no EarphonesApple has became very worse  ,NA,17 people found this helpful
19,shubham, Apple .....bas always been just apple. ,Reviewed in India on 14 December 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Pros:there are 1000s of blog for prosCons:Apple has to work to improve their battery lifeCharger ! Charger ! Charger ! If apple really cares about environment so much then they must deliver a phone once in 3 years. Or, give the users a usb c.Don’t rely on their screen advertising. Use a cover. Glass is still a glass and you can observe scratches after a month of usage.5g isn’t for India, still price in terms of dollars was same!  ",NA,13 people found this helpful
20,moazzam sameer, Decent buy. ,Reviewed in India on 14 November 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Really happy with the purchase. But 2x zoom missing does make a little difference. Performance, Display, camera and battery are on point and that what matters the most to me. I was planning on buying the pro model but this year it was insanely expensive. So Bought this and saved some money for decent accessories. The value for money is great for the 128gb version.  ",NA,12 people found this helpful
21,Sanjib M.," READ before BUY ! ""Iphone 12! Worth buying or not?"" ",Reviewed in India on 22 January 2021,Colour: WhiteSize name: 64GBPattern name: iPhone 12,4.0 out of 5 stars,"From owner POV, It's completely different experience for me as I've come from a long line of android platform. But the UI is very attractive. I think it surpassed my expectations as a consumer. But as a rational thinker, 79k is a lot for a phone which carry a little amount of specs ships. I'm lucky that I have a Amazon business account, so getting a GST bill.As per the limitations :1. 60 Hz display (with the beautiful UI animations, it doesn't feel like one)2. Google exceeds on Maps, contacts and AI capabilities.3. Hefty price tag. (I mean! Wtf is this! 80k! Are you serious?)4. Necessity of a 1900 INR charger (That too of 20W and without extra cable. Why?)5. One sillicon case worth 4600 INR ( Sorry! My name's not Sanjib 'Ambani' ! Terrible joke! I know! I left my sarcasm capabilities at an Apple store for leverage.)Advantages:1. It's a flagship iPhone 12 with A14 bionic processor and it's best in the market.2. The UI and the optimization (And I came from an Android background.)3. Display (Can't find much difference if you're a Samsung flagship user.)4. The design and in-hand feel.5. The build quality, you can feel by holding it that it's premium.Overall, I found it very attractive and worthy of the money spent. (Because I am telling my mind this only as justification for a 80k expenditure)On a serious note, as coming from an Android background, if Samsung could launch a flagship with Snapdragon latest processor, I could think of buying that.But iPhone 12 in 2020?  its a technological wonder. It's very slim, premium and beautiful.If you're comfortable to spend 80k, you should go for it for a wonderful experience.  ",https://images-na.ssl-images-amazon.com/images/I/B1AeU-91ykS._SY88.jpg,9 people found this helpful
22,Rakeshbhai Gupta, worth upgrading ,Reviewed in India on 10 November 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Amazing iPhone, worthy updatehave to buy a type-c supported charging adaptor for charginggood displaydecent battery lifenice night clicksoverall worthy upgrade from classic iPhonebuy apple original 20w adaptor for charging, it fill battery faster than any other adaptor  ",NA,9 people found this helpful
23,Amazon Customer, Smart option compared to pro model ,Reviewed in India on 7 December 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Upgraded for iPhone XR. Battery lasts almost the same as XR but iPhone adapts as per usage over time so it will take time. Which anyways it lasts me for around 1.5 day with normal use and data services and location services always on. Do check the YouTube video to make necessary changes in settings for battery optimisation. Nothing beats the camera performance and let alone the video performance. Phone factor (rectangular edges) feels good to hold however even the MagSafe back cover when put on ruins the fun. Instead try buying a thin screen guard for back of the phone and tempered glass for the front glass as both front and back of the phone seem to be delicate and a costly affair when planning repairs. Overall the performance is great. The backup for Mini is pathetic, buy only if you have very minimal use of the phone. If a telephoto photography doesn’t seem to be on your agenda then this is a smart choice over the pro model.  ",NA,6 people found this helpful
24,rupinder, I miss my OnePlus 6 ,Reviewed in India on 24 March 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,3.0 out of 5 stars,"Android v/s iOSPro Apple1. Tons of privacy features and solid implementation. Every new app installed needs permission to send notifications.And with a future update, facebook won't be able to track what you're doing in other apps outside of Facebook. This deserves an applaud. 2. BatteryThe battery is amazing, giving more than 6 hours of screen on time. OnePlus can't touch this. If you bring this up with them, they'll distract you by saying it has fast charging.3. Camera - photos are ok and decent BUT, DAMN, the video quality is amazing. Totally stabilized ready for uploads.4. Build Quality - SOLID.5. Continued updates for years and years. An android may last you 2-4 years, and the updated would be ""raam bharose"", but these new iphones especially will easily last 5 years minimum with no compromises on software and security upgrades.6. Less features, but they work 10/10. Example, auto fill OTP option in keyboard works every single timein iPhone. In Android, if your keyboard is open already before the otp arrives, then this feature won't work. Half baked implementation.Pro Android / Anti - iOS1. Notifications. Notifications centre on iPhone SUCKS. I have missed email notifications regularly. Android does this so well.2. Implementation of new app library feature sucks. This creates a very confusing situation. The way to solve this would be if the auto-folders in app library could be manually managed.3. Screen Sizes and Notch - The Notch is a disgrace for iphones when the iphones have reached the level of punch hole displays. Hoping the next year's model can make it better.4. No Truecaller in iPhone and no call recording. I can forgive the call recording considering the privacy first model, but truecaller is a pro to privacy.5. CHEAP QUALITY OF CHARGING CABLE. For a luxury brand, this is a disgrace.6. PRICE - Yes, iphones are expensive BUT, paying +10-15k for a phone available cheaper in Dubai / USA really pinches. Damn Taxes.7. Yes iPhones run smoothly but don't think that these don't stutter. I face very light stutters now and then and I restart at least once a week whenever I encounter it.I'll probably give this phone to my family member against their iPhone x since they're way too deep in ios ecosystem now.  ",NA,5 people found this helpful
25,Dhaval Doshi, WHAT an upgrade from iPhone 8! Feels amazing in the hand! Like a bar of glass! ,Reviewed in India on 24 November 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Great battery life. Love the white colour. Blue is super hyped. It is a finger print magnet.There’s something about the design of these phones. No android phone can match the aesthetics. Except some curved display screens.Upgraded from iPhone 8. I am very very happy.Wish it was a bit cheaper. Bought with 6k instant hdfc discount and 6 months no cost emi.128gb.  ,NA,6 people found this helpful
26,Manish Oberai, Bad quality ,Reviewed in India on 22 December 2020,Colour: BlackSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,Price is high and packing is torn and scratched  ,NA,8 people found this helpful
27,Balagangadhar P," Worst Camera, Performance is not that fast ",Reviewed in India on 26 December 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,"Worst camera and graphics if you compare pubg in oneplus mobiles and this phone, this phone’s graphics was worst like oppo phone graphics. And coming camera compare to this phone oppo is better phone than this. If apple continue like this this oneplus will lead the market.  ",NA,7 people found this helpful
28,S Mitra, Impressive product by a money hungry company (lol) ,Reviewed in India on 27 December 2020,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Likes:ios- efficient and tidy.5G; Jio gives 4G+ currently to 5G mobiles as of 27-Dec-2020.The chassis feels different than rest phones in a good way.OLED display feels good to view.Usual iPhone perks- longer software support.Dislikes:Overpriced as usual, more so this time since not bundled with earphones and charger.Apple charger doesn't come with a lightning cable. Please buy cable separately, if needed.The selfie camera dulls the skin tone. Selfies taken via Androids look better.Here's my 2 cents:I'm using it as a secondary phone with OnePlus 8 as my primary.Please use your discretion.Thanks.  ",NA,4 people found this helpful
29,ritesh, hang problem ,Reviewed in India on 5 January 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,1.0 out of 5 stars,in a day use it starts hanging just using whatsapp and instagram on it and its hanged ... worst experience  ,NA,7 people found this helpful
30,SS, iphone 12 from Apple ...an environment friendly company ,Reviewed in India on 4 January 2021,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,ProsVery good build qualityLight WeightFits in hands perfectly (even though it is 6.1 inch)Excellent DisplayDolby Vision HDR video recordingAmazing CameraSmooth performance for Everthing5GWell optimized SoftwareFace Id works perfectly even in dark roomWireless chargingConsOnly 18W chargingNo charger in the box..If this is environment friendly why are they selling it separately on websiteNo clear case in the box..(it would have been a complete package)No type C to type C connectorSlightly expensive (it should have been around 70k)  ,NA,2 people found this helpful
31,...who else, Moving from Android to iOS? ,Reviewed in India on 2 April 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"Yes, it is a 5 star phone. But if you are moving from android to iPhone please be ready to lose your freedom. There is a lot available on internet to tell you about what you will lose out on. It is like speaking a new language altogether.Quick image editing, video editing, simple things like making collages, setting custom ringtones, quick editing of alarms, changing WiFi or Bluetooth, toggling location, many more basic features are either absent in iOS or managed in a very cumbersome way. You will miss them if moving from Andriod. Also be ready to lose your WhatsApp chat history. Not impressed by the sound reproduction on bigger speakers via Bluetooth and the very inflexible equilizer.For some silly reasons Apple is being stubborn on some aspects like standardisation of charging cable even within its own products. The notch at the top of the screen is still the same size it was in 2018.Rest, there are tons of reviews to praise the phone and I agree with most of them.Was a bit disappointed the way it was packaged. No foam or bubble wrap.  ",NA,One person found this helpful
32,Rashmi , Excellent with drawback for power adapter!! ,Reviewed in India on 19 November 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,All things are at its place.. giving it 4 star just because of not giving power adapter with the cell phone. with this huge amount of price we actually deserve a power adapter.  ,NA,6 people found this helpful
33,Junaid Masoodi, A good uograde ,Reviewed in India on 9 November 2020,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"Overall it looks good, coming from XR it looks a good upgrade for me. Design is ‘back to basics’ which is compelling. I loved the fast response among other things.  ",NA,5 people found this helpful
34,Chronos, iPhone 12 screen is a major bummer!! ,Reviewed in India on 13 February 2021,Colour: WhiteSize name: 256GBPattern name: iPhone 12,3.0 out of 5 stars,It’s such a disappointment. I have been using iPhone since it’s first version.So naturally upgraded from iPhone X to 12. But the excitement quickly died down as soon as I saw the screen. There is a warm greenish tint to it which makes the colors off.Selfie portraits aren’t good either. Too sharp for portraits. May be I should have gone for the 12 Pro Max as it handles much better because of the telephoto lens.Hope apple fixes the screen issues soon  ,NA,2 people found this helpful
35,Raj," Apple what are you doing? No adapter in the box, this is thug life apple. ",Reviewed in India on 15 January 2021,Colour: BlackSize name: 128GBPattern name: iPhone 12,3.0 out of 5 stars,"This phone is little bit expensive and the baddest thing there is no charging adapter on box, apple charging this much money for this phone without giving important accessories like charging adapter, 😡  ",NA,5 people found this helpful
36,Amazon Customer, Worst Phone ever in my life ,Reviewed in India on 16 April 2021,Colour: GreenSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,Phone is heating up a lot while shooting a Video and playing a Game even very much difficult to hold such a hot. Some of the function not at all working like Call forwarding morning I have forwarded my call to other number and evening I am trying to turn it off but I am unable to enter into the function at all it rotating from past 2 Hours. Please I recommend not to purchase this Phone at all. It is totally a waste of money. Even security features like face unlock is automatically getting canceled out.  ,https://images-na.ssl-images-amazon.com/images/I/614ZQGbpCIL._SY88.jpg,2 people found this helpful
37,Nishat, If selling a product the take the ownership end to end. ,Reviewed in India on 4 April 2021,Colour: BlackSize name: 64GBPattern name: iPhone 12,3.0 out of 5 stars,"I am writing this after 4 days of extensive use. Phone is good but as comparing to picture quality most premium phones have better than this one. And one more important thing if you are purchasing it through Amazon then replacement/return policy doesn’t apply here directly with amazon, you have to contact Apple for any sort of issue. Even if the phone is 1 day old.  ",NA,One person found this helpful
38,Arnab, Great software seamlessly working with awesome hardware. ,Reviewed in India on 20 December 2020,Colour: BlackSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"The hardware- cameras, spatial audio system, built and chip- are really really good. Better than any other high end phone in the market.The iOS software is really awesome! With features like shortcuts, siri among others- this phone is the smartest smart phone in the market. It just does things for you in the background to give you the unique user experience that android has not been able to give so far. I switched from an android phone (OnePlus) to this and it has been a very refreshing and wonderful change.  ",NA,2 people found this helpful
39,Jamadagni, Huge leap for the standard iPhone ,Reviewed in India on 22 February 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Upgraded from an iPhone 7 32 gigs to iPhone 12 . After holding out for a long time the upgrade was worth it. All the feature set display, camera, speakers, signal reception, chipset is a huge upgrade. Recommended if you happen to have a device from 2016 or older. This device will be the new standard iPhone for the next 4 years. So worth it if you get it now.  ",NA,2 people found this helpful
40,Amesh Gharat, Overall good phone with some minor setbacks. ,Reviewed in India on 26 March 2021,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,4.0 out of 5 stars,"Overall good phone as it feels very premium, being made with high quality materials and has great performance. Excellent camera quality, great design and screen quality. The A14 processor is super fast and the phone never heats up even while performing intensive tasks. The speakers are very loud and clear and give out high quality sound.One problem I encountered is that  the battery life is not great but definitely above average. Another issue is the notch which makes the phone look outdated especially in 2021. The Face ID is also not useful while wearing masks which causes a lot of inconvenience since the phone doesn’t have a fingerprint scanner. The phone is also limited to a 60Hz refresh rate which again makes it less compelling than the competition which makes phones with 120Hz refresh rate at a much lower price.  ",NA,One person found this helpful
